depth,level,node_id,parent,is_leaf,original_quota,adjusted_quota,delta,delta_pct
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_7,Mgr_Dir_RVP_APAC_1_3_1,True,422686.12,444439.75,21753.63,0.0515
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_1,Mgr_Dir_RVP_APAC_1_3_2,True,267804.31,267804.31,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_2,Mgr_Dir_RVP_APAC_1_3_2,True,147541.52,147541.52,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_3,Mgr_Dir_RVP_APAC_1_3_2,True,438213.87,438213.87,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_4,Mgr_Dir_RVP_APAC_1_3_2,True,284519.9,284519.9,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_1,Mgr_Dir_RVP_APAC_1_3_3,True,308585.74,308585.74,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_2,Mgr_Dir_RVP_APAC_1_3_3,True,279621.9,223697.52,-55924.38,-0.2
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_3,Mgr_Dir_RVP_APAC_1_3_3,True,353242.76,401813.63,48570.87,0.1375
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_4,Mgr_Dir_RVP_APAC_1_3_3,True,177037.2,184390.71,7353.51,0.0415
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_1,Mgr_Dir_RVP_APAC_1_3_4,True,308624.73,308624.73,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_2,Mgr_Dir_RVP_APAC_1_3_4,True,214712.25,214712.25,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_3,Mgr_Dir_RVP_APAC_1_3_4,True,404301.05,404301.05,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_4,Mgr_Dir_RVP_APAC_1_3_4,True,434883.61,434883.61,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_5,Mgr_Dir_RVP_APAC_1_3_4,True,128402.46,128402.46,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_1,Mgr_Dir_RVP_EMEA_1_1_1,True,466808.63,466808.63,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_2,Mgr_Dir_RVP_EMEA_1_1_1,True,357117.51,357117.51,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_3,Mgr_Dir_RVP_EMEA_1_1_1,True,432140.12,432140.12,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_4,Mgr_Dir_RVP_EMEA_1_1_1,True,507406.31,507406.31,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_5,Mgr_Dir_RVP_EMEA_1_1_1,True,478100.35,382480.28,-95620.07,-0.2
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_6,Mgr_Dir_RVP_EMEA_1_1_1,True,335819.51,335819.51,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_7,Mgr_Dir_RVP_EMEA_1_1_1,True,769309.99,864930.05,95620.07,0.1243
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_1,Mgr_Dir_RVP_EMEA_1_1_2,True,726814.21,726814.21,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_2,Mgr_Dir_RVP_EMEA_1_1_2,True,484285.91,484285.91,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_3,Mgr_Dir_RVP_EMEA_1_1_2,True,591730.54,591730.54,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_4,Mgr_Dir_RVP_EMEA_1_1_2,True,665476.88,665476.88,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_5,Mgr_Dir_RVP_EMEA_1_1_2,True,348702.57,348702.57,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_6,Mgr_Dir_RVP_EMEA_1_1_2,True,388600.07,388600.07,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_1,Mgr_Dir_RVP_EMEA_1_2_1,True,382326.8,382326.8,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_2,Mgr_Dir_RVP_EMEA_1_2_1,True,534997.57,550832.44,15834.87,0.0296
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_3,Mgr_Dir_RVP_EMEA_1_2_1,True,638608.48,638608.48,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_4,Mgr_Dir_RVP_EMEA_1_2_1,True,465051.85,372041.48,-93010.37,-0.2
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_5,Mgr_Dir_RVP_EMEA_1_2_1,True,406188.45,443893.5,37705.05,0.0928
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_6,Mgr_Dir_RVP_EMEA_1_2_1,True,553476.5,592946.95,39470.45,0.0713
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_7,Mgr_Dir_RVP_EMEA_1_2_1,True,274713.33,274713.33,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_1,Mgr_Dir_RVP_EMEA_1_2_2,True,561123.99,561123.99,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_2,Mgr_Dir_RVP_EMEA_1_2_2,True,340732.14,340732.14,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_3,Mgr_Dir_RVP_EMEA_1_2_2,True,394521.5,394521.5,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_4,Mgr_Dir_RVP_EMEA_1_2_2,True,652770.83,652770.83,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_5,Mgr_Dir_RVP_EMEA_1_2_2,True,464024.91,464024.91,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_6,Mgr_Dir_RVP_EMEA_1_2_2,True,370976.09,370976.09,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_1,Mgr_Dir_RVP_NA_1_1_1,True,188333.08,188333.08,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_2,Mgr_Dir_RVP_NA_1_1_1,True,242846.13,242846.13,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_3,Mgr_Dir_RVP_NA_1_1_1,True,372178.56,372178.56,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_4,Mgr_Dir_RVP_NA_1_1_1,True,197612.5,197612.5,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_5,Mgr_Dir_RVP_NA_1_1_1,True,240155.26,240155.26,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_6,Mgr_Dir_RVP_NA_1_1_1,True,397233.33,397233.33,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_7,Mgr_Dir_RVP_NA_1_1_1,True,263896.31,263896.31,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_1,Mgr_Dir_RVP_NA_1_1_2,True,348046.34,378220.47,30174.13,0.0867
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_2,Mgr_Dir_RVP_NA_1_1_2,True,329587.85,342533.42,12945.58,0.0393
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_3,Mgr_Dir_RVP_NA_1_1_2,True,306967.01,245573.61,-61393.4,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_4,Mgr_Dir_RVP_NA_1_1_2,True,243266.85,261540.55,18273.69,0.0751
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_1,Mgr_Dir_RVP_NA_1_1_3,True,352712.3,354193.24,1480.94,0.0042
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_2,Mgr_Dir_RVP_NA_1_1_3,True,404417.04,406388.87,1971.84,0.0049
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_3,Mgr_Dir_RVP_NA_1_1_3,True,236938.76,238496.84,1558.08,0.0066
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_4,Mgr_Dir_RVP_NA_1_1_3,True,230229.88,231930.53,1700.65,0.0074
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_5,Mgr_Dir_RVP_NA_1_1_3,True,317869.28,309640.2,-8229.08,-0.0259
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_6,Mgr_Dir_RVP_NA_1_1_3,True,365048.42,366566.0,1517.58,0.0042
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_1,Mgr_Dir_RVP_NA_1_1_4,True,194348.99,194348.99,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_2,Mgr_Dir_RVP_NA_1_1_4,True,402807.12,402807.12,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_3,Mgr_Dir_RVP_NA_1_1_4,True,323934.85,323934.85,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_4,Mgr_Dir_RVP_NA_1_1_4,True,274801.85,274801.85,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_5,Mgr_Dir_RVP_NA_1_1_4,True,178116.45,178116.45,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_1,Mgr_Dir_RVP_NA_1_2_1,True,299041.96,306213.91,7171.95,0.024
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_2,Mgr_Dir_RVP_NA_1_2_1,True,299041.96,239233.57,-59808.39,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_3,Mgr_Dir_RVP_NA_1_2_1,True,344569.76,356258.39,11688.63,0.0339
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_4,Mgr_Dir_RVP_NA_1_2_1,True,266636.71,276353.81,9717.1,0.0364
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_5,Mgr_Dir_RVP_NA_1_2_1,True,116568.86,125568.02,8999.16,0.0772
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_6,Mgr_Dir_RVP_NA_1_2_1,True,368895.19,380911.79,12016.6,0.0326
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_7,Mgr_Dir_RVP_NA_1_2_1,True,398539.3,408754.25,10214.95,0.0256
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_1,Mgr_Dir_RVP_NA_1_2_2,True,196931.61,182054.85,-14876.76,-0.0755
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_2,Mgr_Dir_RVP_NA_1_2_2,True,182389.78,185237.32,2847.54,0.0156
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_3,Mgr_Dir_RVP_NA_1_2_2,True,129802.05,132943.58,3141.54,0.0242
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_4,Mgr_Dir_RVP_NA_1_2_2,True,134821.55,137791.32,2969.77,0.022
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_5,Mgr_Dir_RVP_NA_1_2_2,True,369081.51,372158.23,3076.71,0.0083
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_6,Mgr_Dir_RVP_NA_1_2_2,True,168563.14,171404.33,2841.19,0.0169
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_7,Mgr_Dir_RVP_NA_1_2_2,True,196931.61,196931.61,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_1,Mgr_Dir_RVP_NA_1_2_3,True,293605.02,282342.41,-11262.6,-0.0384
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_2,Mgr_Dir_RVP_NA_1_2_3,True,358504.73,361700.99,3196.26,0.0089
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_3,Mgr_Dir_RVP_NA_1_2_3,True,228300.67,230785.31,2484.64,0.0109
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_4,Mgr_Dir_RVP_NA_1_2_3,True,343531.89,345459.37,1927.48,0.0056
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_5,Mgr_Dir_RVP_NA_1_2_3,True,160413.45,160834.15,420.7,0.0026
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_6,Mgr_Dir_RVP_NA_1_2_3,True,331956.4,331956.4,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_7,Mgr_Dir_RVP_NA_1_2_3,True,338922.95,342156.48,3233.53,0.0095
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_1,Mgr_Dir_RVP_NA_1_2_4,True,364171.36,364171.36,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_2,Mgr_Dir_RVP_NA_1_2_4,True,338028.93,338028.93,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_3,Mgr_Dir_RVP_NA_1_2_4,True,373132.25,373132.25,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_4,Mgr_Dir_RVP_NA_1_2_4,True,256902.77,256902.77,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_5,Mgr_Dir_RVP_NA_1_2_4,True,455659.99,455659.99,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_1,Mgr_Dir_RVP_NA_1_3_1,True,301442.38,301442.38,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_2,Mgr_Dir_RVP_NA_1_3_1,True,231673.41,231673.41,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_3,Mgr_Dir_RVP_NA_1_3_1,True,728545.26,728545.26,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_4,Mgr_Dir_RVP_NA_1_3_1,True,287244.88,287244.88,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_5,Mgr_Dir_RVP_NA_1_3_1,True,202247.67,202247.67,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_6,Mgr_Dir_RVP_NA_1_3_1,True,476748.3,476748.3,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_7,Mgr_Dir_RVP_NA_1_3_1,True,371316.98,371316.98,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_1,Mgr_Dir_RVP_NA_1_3_2,True,300518.07,313087.04,12568.96,0.0418
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_2,Mgr_Dir_RVP_NA_1_3_2,True,319222.12,255377.69,-63844.42,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_3,Mgr_Dir_RVP_NA_1_3_2,True,300639.02,313355.82,12716.81,0.0423
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_4,Mgr_Dir_RVP_NA_1_3_2,True,306580.97,311192.47,4611.5,0.015
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_5,Mgr_Dir_RVP_NA_1_3_2,True,320821.1,329847.1,9026.01,0.0281
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_6,Mgr_Dir_RVP_NA_1_3_2,True,252851.58,263181.63,10330.06,0.0409
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_7,Mgr_Dir_RVP_NA_1_3_2,True,433921.97,448513.07,14591.09,0.0336
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_1,Mgr_Dir_RVP_NA_2_1_1,True,282844.92,226275.94,-56568.98,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_2,Mgr_Dir_RVP_NA_2_1_1,True,151176.31,164989.3,13812.99,0.0914
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_3,Mgr_Dir_RVP_NA_2_1_1,True,418013.41,444634.07,26620.65,0.0637
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_4,Mgr_Dir_RVP_NA_2_1_1,True,279345.05,295480.39,16135.34,0.0578
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_1,Mgr_Dir_RVP_NA_2_1_2,True,393518.61,408779.41,15260.8,0.0388
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_2,Mgr_Dir_RVP_NA_2_1_2,True,336660.2,269328.16,-67332.04,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_3,Mgr_Dir_RVP_NA_2_1_2,True,242835.17,258604.32,15769.15,0.0649
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_4,Mgr_Dir_RVP_NA_2_1_2,True,279868.7,299768.08,19899.38,0.0711
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_5,Mgr_Dir_RVP_NA_2_1_2,True,430418.34,446821.06,16402.71,0.0381
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_1,Mgr_Dir_RVP_NA_2_1_3,True,255936.85,243309.44,-12627.41,-0.0493
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_2,Mgr_Dir_RVP_NA_2_1_3,True,337262.1,349839.29,12577.19,0.0373
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_3,Mgr_Dir_RVP_NA_2_1_3,True,176080.19,196515.68,20435.49,0.1161
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_4,Mgr_Dir_RVP_NA_2_1_3,True,180449.34,205491.96,25042.62,0.1388
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_5,Mgr_Dir_RVP_NA_2_1_3,True,255936.85,219363.82,-36573.02,-0.1429
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_6,Mgr_Dir_RVP_NA_2_1_3,True,329955.76,356278.74,26322.98,0.0798
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_7,Mgr_Dir_RVP_NA_2_1_3,True,255936.85,220759.0,-35177.85,-0.1374
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_1,Mgr_Dir_RVP_NA_2_2_1,True,214454.06,228877.08,14423.02,0.0673
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_2,Mgr_Dir_RVP_NA_2_2_1,True,285153.6,228122.88,-57030.72,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_3,Mgr_Dir_RVP_NA_2_2_1,True,184561.56,191987.99,7426.43,0.0402
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_4,Mgr_Dir_RVP_NA_2_2_1,True,183361.43,191847.02,8485.59,0.0463
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_5,Mgr_Dir_RVP_NA_2_2_1,True,401092.99,414455.04,13362.05,0.0333
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_6,Mgr_Dir_RVP_NA_2_2_1,True,442297.95,455631.57,13333.62,0.0301
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_1,Mgr_Dir_RVP_NA_2_2_2,True,426144.82,426144.82,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_2,Mgr_Dir_RVP_NA_2_2_2,True,380367.45,380367.45,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_3,Mgr_Dir_RVP_NA_2_2_2,True,135801.07,135801.07,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_4,Mgr_Dir_RVP_NA_2_2_2,True,288954.33,288954.33,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_5,Mgr_Dir_RVP_NA_2_2_2,True,355743.82,355743.82,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_6,Mgr_Dir_RVP_NA_2_2_2,True,368491.97,368491.97,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_7,Mgr_Dir_RVP_NA_2_2_2,True,231305.23,231305.23,0.0,0.0
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_1,Mgr_Dir_RVP_NA_2_2_3,True,312652.78,250122.22,-62530.56,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_2,Mgr_Dir_RVP_NA_2_2_3,True,312652.78,250122.22,-62530.56,-0.2
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_3,Mgr_Dir_RVP_NA_2_2_3,True,402405.72,448013.79,45608.06,0.1133
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_4,Mgr_Dir_RVP_NA_2_2_3,True,165293.19,196429.45,31136.25,0.1884
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_5,Mgr_Dir_RVP_NA_2_2_3,True,370259.42,418576.22,48316.8,0.1305
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_6,Mgr_Dir_RVP_NA_2_2_3,True,312652.78,312652.78,0.0,0.0
