Global,Region,RVP,Director,Manager,IC,Q1_NetNewACV,Q2_NetNewACV,Q3_NetNewACV,Q4_NetNewACV,Q1_CloudSeats,Q2_CloudSeats,Q3_CloudSeats,Q4_CloudSeats,Q1_DCSeats,Q2_DCSeats,Q3_DCSeats,Q4_DCSeats,LTM_ExpansionSpent,Q1_Has_Active_Cert,Q2_Has_Active_Cert,Q3_Has_Active_Cert,Q4_Has_Active_Cert,Open_Pipeline,Late_Stage_Commit,Best_Case_Adds,Current_Seats_ProductX,Knowledge_Workers_Count,Unmigrated_Seats,Is_Brand_New,NetNewACV_4Q_sum,CloudSeats_4Q_sum,DCSeats_4Q_sum
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_2,IC_Mgr_Dir_RVP_NA_1_1_2_4,435841.84,353739.5,261853.38,479605.12,115,55,41,94,18,13,16,22,140247.82,False,True,True,True,619856.58,210205.84,117853.62,234,314,190,no,1531039.85,305,69
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_3,IC_Mgr_Dir_RVP_NA_1_1_3_1,492539.36,446394.9,363937.89,614820.03,105,95,69,98,12,16,11,12,90754.8,True,True,True,True,1030573.41,382156.79,178773.34,28,3759,156,no,1917692.18,367,51
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_3,IC_Mgr_Dir_RVP_NA_1_1_3_2,218624.48,306760.67,195693.13,286121.91,56,42,34,58,35,18,37,31,228312.27,False,True,True,True,569506.47,123076.91,137294.56,497,1041,135,no,1007200.18,190,121
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_3,IC_Mgr_Dir_RVP_NA_1_1_3_3,414291.02,295996.49,274782.66,313996.07,87,76,34,42,22,22,12,11,41444.95,True,True,False,False,908524.11,151962.84,71609.88,338,780,22,no,1299066.24,239,67
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_3,IC_Mgr_Dir_RVP_NA_1_1_3_4,118011.79,126717.07,103434.4,143874.46,15,20,27,39,25,23,60,45,475225.26,True,True,False,True,342700.11,69965.28,55968.12,310,360,176,no,492037.72,101,153
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_3,IC_Mgr_Dir_RVP_NA_1_1_3_5,0.0,0.0,0.0,386548.66,0,0,0,85,24,15,12,14,131251.89,False,False,False,False,163986.11,65423.49,52980.36,184,4790,109,yes,386548.66,85,65
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_3,IC_Mgr_Dir_RVP_NA_1_1_3_6,469896.2,413695.46,482130.99,591394.88,73,54,104,120,10,6,15,6,156624.68,False,True,True,True,1045217.32,229519.97,278886.61,481,3563,39,no,1957117.53,351,37
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_4,IC_Mgr_Dir_RVP_NA_1_1_4_1,401131.62,321153.24,395736.06,411368.29,89,44,61,68,15,11,12,16,57048.86,True,True,True,True,1149580.19,218068.35,116061.82,295,956,27,no,1529389.21,262,54
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_4,IC_Mgr_Dir_RVP_NA_1_1_4_2,350849.94,203407.8,303330.34,563552.67,61,44,82,123,38,33,15,23,333577.81,True,True,True,True,866043.57,199095.41,89695.33,96,3410,177,no,1421140.75,310,109
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_4,IC_Mgr_Dir_RVP_NA_1_1_4_3,123097.13,71740.91,119758.82,140768.53,23,10,32,31,34,52,34,43,395534.2,True,False,True,True,309709.49,41525.07,22345.17,239,2677,117,no,455365.39,96,163
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_4,IC_Mgr_Dir_RVP_NA_1_1_4_4,0.0,0.0,304285.21,312463.19,0,0,67,79,12,21,21,20,232838.95,False,False,False,False,410101.53,87290.5,56802.43,22,232,78,yes,616748.4,146,74
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_1,Mgr_Dir_RVP_NA_1_1_4,IC_Mgr_Dir_RVP_NA_1_1_4_5,116788.02,141552.1,131318.56,178826.68,15,37,30,33,53,64,51,52,419282.0,False,True,True,True,473457.88,118471.7,34063.85,30,1533,53,no,568485.35,115,220
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_1,IC_Mgr_Dir_RVP_NA_1_2_1_1,0.0,0.0,218879.23,338493.24,0,0,38,70,40,43,23,46,209436.41,False,False,False,True,245514.4,55094.49,44406.39,409,531,161,yes,557372.47,108,152
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_1,IC_Mgr_Dir_RVP_NA_1_2_1_2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,127260.95,19254.81,20021.58,73,832,189,yes,0.0,0,0
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_1,IC_Mgr_Dir_RVP_NA_1_2_1_3,68610.95,75011.42,113250.66,95671.28,12,19,18,18,47,48,46,63,188933.76,False,True,True,True,221114.85,33369.68,47211.94,223,4990,44,no,352544.31,67,204
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_1,IC_Mgr_Dir_RVP_NA_1_2_1_4,340428.78,431169.39,464535.7,346113.62,64,76,79,56,11,19,12,12,65207.95,True,True,True,True,743402.48,179767.61,214720.52,445,1019,118,no,1582247.5,275,54
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_1,IC_Mgr_Dir_RVP_NA_1_2_1_5,216232.26,191091.53,323360.59,264099.95,52,43,59,65,41,27,38,28,171172.83,False,True,True,True,865226.51,189803.86,41712.04,279,2020,152,no,994784.34,219,134
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_1,IC_Mgr_Dir_RVP_NA_1_2_1_6,210689.33,162940.21,189907.97,365059.32,37,26,41,71,54,29,51,26,387446.81,True,True,True,True,750020.29,95958.22,74732.95,361,2177,0,no,928596.84,175,160
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_1,IC_Mgr_Dir_RVP_NA_1_2_1_7,338849.5,269983.98,239625.95,431930.69,84,39,29,114,17,26,20,26,247597.66,True,True,True,True,534140.28,149622.11,61323.29,479,3534,197,no,1280390.13,266,89
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_2,IC_Mgr_Dir_RVP_NA_1_2_2_1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,122147.25,21501.76,21634.94,46,1685,161,yes,0.0,0,0
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_2,IC_Mgr_Dir_RVP_NA_1_2_2_2,81110.83,80186.11,102025.92,154238.44,20,15,20,26,34,68,54,37,371242.72,True,True,True,True,241110.38,33624.81,46806.39,436,3121,86,no,417561.3,81,193
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_2,IC_Mgr_Dir_RVP_NA_1_2_2_3,118915.19,131509.05,192645.7,280302.23,31,18,29,35,21,47,38,44,471736.85,False,False,False,True,374930.56,80793.67,92348.34,31,4644,11,no,723372.17,113,150
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_2,IC_Mgr_Dir_RVP_NA_1_2_2_4,113037.44,192924.64,110386.77,155057.61,17,33,27,29,50,32,26,23,452258.86,True,True,True,False,249161.35,49587.04,25503.08,270,3504,126,no,571406.47,106,131
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_2,IC_Mgr_Dir_RVP_NA_1_2_2_5,291959.62,268387.85,196817.24,357020.93,55,61,29,81,36,19,43,26,169575.06,True,True,True,True,795492.46,237358.57,144598.12,289,460,126,no,1114185.65,226,124
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_2,IC_Mgr_Dir_RVP_NA_1_2_2_6,292609.96,356757.63,399454.5,461527.63,76,49,102,119,18,17,14,14,212895.86,False,False,True,True,1063122.01,218585.21,105485.58,497,4691,185,no,1510349.71,346,63
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_2,IC_Mgr_Dir_RVP_NA_1_2_2_7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,155021.66,32358.29,22413.68,56,2046,23,yes,0.0,0,0
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_3,IC_Mgr_Dir_RVP_NA_1_2_3_1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,129804.9,32654.56,27669.97,467,1610,107,yes,0.0,0,0
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_3,IC_Mgr_Dir_RVP_NA_1_2_3_2,220231.52,280324.66,389776.45,507198.88,35,76,78,137,12,26,18,12,178879.4,True,True,True,True,1186702.83,200976.57,72242.18,355,4403,53,no,1397531.51,326,68
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_3,IC_Mgr_Dir_RVP_NA_1_2_3_3,409451.39,336350.61,404205.54,287157.11,74,90,93,65,24,23,10,26,203645.75,True,True,True,True,693833.43,236012.3,117106.81,33,4050,127,no,1437164.65,322,83
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_3,IC_Mgr_Dir_RVP_NA_1_2_3_4,463032.4,366120.79,347385.67,280078.68,109,54,70,41,22,12,21,16,184756.58,True,True,True,True,807725.06,320081.46,127943.64,214,2191,136,no,1456617.53,274,71
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_3,IC_Mgr_Dir_RVP_NA_1_2_3_5,109558.38,186415.17,114855.92,196192.6,23,25,20,34,47,21,33,54,432342.08,True,True,True,True,467309.39,98052.24,72406.68,228,1713,82,no,607022.07,102,155
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_3,IC_Mgr_Dir_RVP_NA_1_2_3_6,167531.57,96700.92,151392.07,158381.69,36,26,32,40,44,62,40,63,392789.39,True,False,True,True,479419.52,46743.12,40534.95,452,1485,86,no,574006.25,134,209
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_3,IC_Mgr_Dir_RVP_NA_1_2_3_7,60646.08,86791.6,80273.71,138919.12,8,12,14,38,69,51,50,55,486022.86,True,True,True,True,147764.43,79090.2,49269.58,244,1820,103,no,366630.51,72,225
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_4,IC_Mgr_Dir_RVP_NA_1_2_4_1,143012.06,219382.57,240303.11,261221.88,27,32,64,41,31,42,46,35,120622.12,False,True,True,True,501049.39,170608.3,51802.05,216,1512,70,no,863919.63,164,154
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_4,IC_Mgr_Dir_RVP_NA_1_2_4_2,298444.64,296383.03,191329.77,256726.43,68,70,45,39,22,45,33,38,124197.15,True,True,True,True,713820.51,124196.0,89320.04,232,4324,149,no,1042883.87,222,138
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_4,IC_Mgr_Dir_RVP_NA_1_2_4_3,200802.9,232181.04,154265.57,281709.8,50,60,33,50,24,51,23,53,452401.37,True,True,True,True,738382.04,166778.15,93596.48,206,4192,104,no,868959.31,193,151
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_4,IC_Mgr_Dir_RVP_NA_1_2_4_4,96532.88,144443.67,98239.3,193452.71,13,30,24,53,33,39,43,44,190835.66,True,True,True,True,287589.01,47084.06,51418.21,498,796,107,no,532668.55,120,159
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_2,Mgr_Dir_RVP_NA_1_2_4,IC_Mgr_Dir_RVP_NA_1_2_4_5,172515.3,257088.76,143476.67,281403.19,46,39,17,73,30,33,22,26,155580.64,False,False,True,True,611664.63,81354.43,41739.24,212,2126,0,no,854483.93,175,111
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_1,IC_Mgr_Dir_RVP_NA_1_3_1_1,515062.98,497364.1,475943.89,559898.21,131,116,124,136,12,14,13,8,86127.55,True,True,True,True,864442.81,282376.35,215071.72,123,2968,50,no,2048269.18,507,47
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_1,IC_Mgr_Dir_RVP_NA_1_3_1_2,217768.49,200032.58,197398.4,344615.3,46,27,24,61,22,41,48,44,236959.87,True,True,True,True,761458.9,174923.59,86535.65,310,1072,0,no,959814.77,158,155
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_1,IC_Mgr_Dir_RVP_NA_1_3_1_3,515206.03,395267.94,413672.94,538943.45,121,97,65,113,17,19,12,8,144196.78,True,True,True,True,1270753.88,277449.95,137693.31,33,4618,13,no,1863090.37,396,56
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_1,IC_Mgr_Dir_RVP_NA_1_3_1_4,125875.72,81981.81,139653.37,152079.62,28,13,23,39,26,42,66,26,382898.56,True,True,True,True,251755.88,54682.3,33559.11,362,2210,184,no,499590.51,103,160
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_1,IC_Mgr_Dir_RVP_NA_1_3_1_5,400047.62,327234.58,425003.65,361695.49,67,89,89,66,10,13,13,18,108522.9,False,False,True,True,1305826.15,125178.97,152789.2,223,1659,199,no,1513981.34,311,54
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_1,IC_Mgr_Dir_RVP_NA_1_3_1_6,281554.85,222350.8,202008.57,178083.1,72,31,33,31,19,24,24,31,110699.25,True,True,True,True,601076.32,128301.61,98627.41,116,1362,82,no,883997.31,167,98
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_1,IC_Mgr_Dir_RVP_NA_1_3_1_7,0.0,0.0,0.0,265981.92,0,0,0,34,25,53,31,20,157738.38,False,False,False,True,109662.38,58889.91,16841.08,99,687,114,yes,265981.92,34,129
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_2,IC_Mgr_Dir_RVP_NA_1_3_2_1,357793.14,366466.7,392462.87,570401.05,57,76,106,119,13,8,20,7,27596.81,True,True,True,True,914782.9,359980.78,114946.13,457,4365,114,no,1687123.76,358,48
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_2,IC_Mgr_Dir_RVP_NA_1_3_2_2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,145348.83,41145.39,12352.8,99,1798,172,yes,0.0,0,0
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_2,IC_Mgr_Dir_RVP_NA_1_3_2_3,228625.84,264786.4,260032.11,356074.34,51,37,53,43,32,20,46,45,281513.5,False,True,True,True,929891.52,104557.72,124075.38,219,3604,186,no,1109518.68,184,143
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_2,IC_Mgr_Dir_RVP_NA_1_3_2_4,414176.95,514639.78,382992.0,631818.11,106,74,92,161,14,7,13,15,49609.8,True,True,True,True,1676966.43,236469.75,89617.93,325,375,88,no,1943626.84,433,49
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_2,IC_Mgr_Dir_RVP_NA_1_3_2_5,347766.11,399647.03,274847.49,547832.98,51,69,65,102,8,7,6,15,92225.04,False,True,True,True,815987.28,138435.14,179780.78,436,1779,191,no,1570093.61,287,36
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_2,IC_Mgr_Dir_RVP_NA_1_3_2_6,165149.79,167995.23,190249.01,258059.89,40,27,25,68,48,33,45,26,214880.25,False,True,True,False,570517.96,123118.14,80242.02,283,2238,139,no,781453.93,160,152
Global_Corp,NA,RVP_NA_1,Dir_RVP_NA_1_3,Mgr_Dir_RVP_NA_1_3_2,IC_Mgr_Dir_RVP_NA_1_3_2_7,339530.46,537195.02,363490.58,525780.63,93,123,62,132,11,10,9,9,125715.61,False,False,False,True,849368.64,170338.47,189974.08,177,1301,21,no,1765996.69,410,39
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_1,IC_Mgr_Dir_RVP_NA_2_1_1_1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,87507.71,27111.46,5779.55,379,2924,183,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_1,IC_Mgr_Dir_RVP_NA_2_1_1_2,329842.01,285503.16,349559.69,730984.16,72,50,74,116,8,7,7,20,128035.41,False,True,True,True,969311.83,334108.81,165520.62,86,3554,126,no,1695889.03,312,42
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_1,IC_Mgr_Dir_RVP_NA_2_1_1_3,285395.77,526185.25,321064.97,378608.7,70,89,41,90,12,14,14,16,70141.63,True,True,True,True,1200422.36,215648.28,129935.81,39,4450,80,no,1511254.68,290,56
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_1,IC_Mgr_Dir_RVP_NA_2_1_1_4,90245.72,97353.28,117731.12,166983.8,15,12,30,25,61,56,39,34,144769.08,True,True,True,True,224465.67,90398.13,69042.97,333,1397,124,no,472313.92,82,190
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_2,IC_Mgr_Dir_RVP_NA_2_1_2_1,370576.39,413835.98,287450.94,328687.71,96,83,40,86,16,11,9,9,142623.96,True,True,True,False,784105.4,281235.59,170846.41,286,1934,163,no,1400551.01,305,45
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_2,IC_Mgr_Dir_RVP_NA_2_1_2_2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,119309.29,23250.26,8165.7,408,3201,180,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_2,IC_Mgr_Dir_RVP_NA_2_1_2_3,334608.66,304800.82,363154.92,703495.72,91,56,76,98,16,22,11,11,102450.93,True,True,True,True,795736.34,171846.04,62110.06,205,944,9,no,1706060.12,321,60
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_2,IC_Mgr_Dir_RVP_NA_2_1_2_4,78686.83,116857.7,115942.57,89100.34,18,18,30,16,47,33,63,69,525589.61,False,True,True,True,303927.2,53520.69,13770.14,31,2786,38,no,400587.44,82,212
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_2,IC_Mgr_Dir_RVP_NA_2_1_2_5,203664.11,237342.35,153391.56,178463.35,41,44,42,36,47,23,17,46,232870.84,True,True,True,True,327915.66,124239.86,74389.64,149,4442,93,no,772861.37,163,133
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_3,IC_Mgr_Dir_RVP_NA_2_1_3_1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,134531.58,44360.9,27402.89,209,1429,114,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_3,IC_Mgr_Dir_RVP_NA_2_1_3_2,0.0,0.0,449663.92,347050.63,0,0,89,90,12,10,16,27,90915.65,False,False,False,True,364141.64,145359.87,23481.09,353,2447,164,no,796714.55,179,65
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_3,IC_Mgr_Dir_RVP_NA_2_1_3_3,211111.37,180179.4,258784.16,378483.76,26,34,51,76,50,23,39,43,210953.42,True,True,True,True,520522.53,87519.05,121469.55,177,2264,70,no,1028558.69,187,155
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_3,IC_Mgr_Dir_RVP_NA_2_1_3_4,448639.84,506730.51,387250.72,740339.79,65,138,53,157,10,14,9,13,126778.62,True,True,True,True,852858.77,343048.77,190744.04,195,911,0,no,2082960.87,413,46
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_3,IC_Mgr_Dir_RVP_NA_2_1_3_5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,102666.47,17362.25,25988.79,440,2304,166,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_3,IC_Mgr_Dir_RVP_NA_2_1_3_6,184974.07,245487.65,244078.12,405820.75,51,38,66,68,39,31,31,17,158122.86,True,True,True,True,718789.86,103509.75,80002.74,171,2711,141,no,1080360.59,223,118
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_1,Mgr_Dir_RVP_NA_2_1_3,IC_Mgr_Dir_RVP_NA_2_1_3_7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,89610.12,19267.83,6132.37,142,3756,191,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_1,IC_Mgr_Dir_RVP_NA_2_2_1_1,298662.0,256861.03,251153.23,322765.56,55,64,40,43,33,20,21,46,320471.11,True,True,True,True,607971.18,155018.94,100290.44,155,1608,47,no,1129441.83,202,120
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_1,IC_Mgr_Dir_RVP_NA_2_2_1_2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,False,False,False,False,124831.17,42203.97,20339.61,412,1372,193,yes,0.0,0,0
Global_Corp,NA,RVP_NA_2,Dir_RVP_NA_2_2,Mgr_Dir_RVP_NA_2_2_1,IC_Mgr_Dir_RVP_NA_2_2_1_3,313618.18,260119.84,219115.4,377737.43,45,63,61,96,35,38,39,15,362328.49,True,True,True,True,456695.58,99743.83,122856.27,87,3843,146,no,1170590.84,265,127
