depth,level,node_id,parent,is_leaf,cascaded_quota,share_of_parent,is_gated
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_3,Mgr_Dir_RVP_APAC_1_1_1,True,0.0,,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_4,Mgr_Dir_RVP_APAC_1_1_1,True,0.0,,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_1,Mgr_Dir_RVP_APAC_1_1_2,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_2,Mgr_Dir_RVP_APAC_1_1_2,True,1058058.89,0.316709,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_3,Mgr_Dir_RVP_APAC_1_1_2,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_4,Mgr_Dir_RVP_APAC_1_1_2,True,764961.62,0.228976,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_5,Mgr_Dir_RVP_APAC_1_1_2,True,876958.23,0.2625,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_6,Mgr_Dir_RVP_APAC_1_1_2,True,807854.2,0.241815,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_1,Mgr_Dir_RVP_APAC_1_1_3,True,645964.93,0.214818,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_2,Mgr_Dir_RVP_APAC_1_1_3,True,411256.95,0.136765,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_3,Mgr_Dir_RVP_APAC_1_1_3,True,739073.74,0.245782,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_4,Mgr_Dir_RVP_APAC_1_1_3,True,904939.34,0.300941,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_5,Mgr_Dir_RVP_APAC_1_1_3,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_6,Mgr_Dir_RVP_APAC_1_1_3,True,456152.12,0.151695,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_1,Mgr_Dir_RVP_APAC_1_2_1,True,705986.45,0.235621,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_2,Mgr_Dir_RVP_APAC_1_2_1,True,506267.12,0.168965,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_3,Mgr_Dir_RVP_APAC_1_2_1,True,745614.87,0.248847,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_4,Mgr_Dir_RVP_APAC_1_2_1,True,524348.87,0.175,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_5,Mgr_Dir_RVP_APAC_1_2_1,True,524348.87,0.175,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_6,Mgr_Dir_RVP_APAC_1_2_1,True,139527.05,0.046567,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_1,Mgr_Dir_RVP_APAC_1_2_2,True,1222226.19,0.383999,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_2,Mgr_Dir_RVP_APAC_1_2_2,True,981785.61,0.308457,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_3,Mgr_Dir_RVP_APAC_1_2_2,True,1138023.53,0.357544,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_4,Mgr_Dir_RVP_APAC_1_2_2,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_5,Mgr_Dir_RVP_APAC_1_2_2,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_1,Mgr_Dir_RVP_APAC_1_3_1,True,231393.88,0.141347,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_2,Mgr_Dir_RVP_APAC_1_3_1,True,210854.69,0.128801,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_3,Mgr_Dir_RVP_APAC_1_3_1,True,311499.86,0.19028,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_4,Mgr_Dir_RVP_APAC_1_3_1,True,241111.6,0.147283,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_5,Mgr_Dir_RVP_APAC_1_3_1,True,234811.91,0.143435,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_6,Mgr_Dir_RVP_APAC_1_3_1,True,245559.44,0.15,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_7,Mgr_Dir_RVP_APAC_1_3_1,True,243684.7,0.148855,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_1,Mgr_Dir_RVP_APAC_1_3_2,True,776795.8,0.51111,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_2,Mgr_Dir_RVP_APAC_1_3_2,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_3,Mgr_Dir_RVP_APAC_1_3_2,True,287078.53,0.18889,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_4,Mgr_Dir_RVP_APAC_1_3_2,True,531937.17,0.35,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_1,Mgr_Dir_RVP_APAC_1_3_3,True,563044.9,0.448086,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_2,Mgr_Dir_RVP_APAC_1_3_3,True,329845.51,0.2625,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_3,Mgr_Dir_RVP_APAC_1_3_3,True,193768.79,0.154206,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_4,Mgr_Dir_RVP_APAC_1_3_3,True,232722.82,0.185207,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_1,Mgr_Dir_RVP_APAC_1_3_4,True,181970.88,0.138043,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_2,Mgr_Dir_RVP_APAC_1_3_4,True,303808.29,0.230468,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_3,Mgr_Dir_RVP_APAC_1_3_4,True,450229.63,0.341543,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_4,Mgr_Dir_RVP_APAC_1_3_4,True,316843.29,0.240356,False
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_5,Mgr_Dir_RVP_APAC_1_3_4,True,131282.66,0.099591,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_1,Mgr_Dir_RVP_EMEA_1_1_1,True,443928.46,0.17388,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_2,Mgr_Dir_RVP_EMEA_1_1_1,True,349671.88,0.136961,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_3,Mgr_Dir_RVP_EMEA_1_1_1,True,530274.95,0.207701,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_4,Mgr_Dir_RVP_EMEA_1_1_1,True,295301.93,0.115665,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_5,Mgr_Dir_RVP_EMEA_1_1_1,True,382960.43,0.15,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_6,Mgr_Dir_RVP_EMEA_1_1_1,True,474816.47,0.185979,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_7,Mgr_Dir_RVP_EMEA_1_1_1,True,203768.88,0.079813,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_1,Mgr_Dir_RVP_EMEA_1_1_2,True,883985.34,0.260969,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_2,Mgr_Dir_RVP_EMEA_1_1_2,True,618244.03,0.182517,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_3,Mgr_Dir_RVP_EMEA_1_1_2,True,428252.22,0.126428,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_4,Mgr_Dir_RVP_EMEA_1_1_2,True,324851.11,0.095902,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_5,Mgr_Dir_RVP_EMEA_1_1_2,True,778358.55,0.229786,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_6,Mgr_Dir_RVP_EMEA_1_1_2,True,522996.02,0.154398,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_1,Mgr_Dir_RVP_EMEA_1_2_1,True,750560.97,0.157955,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_2,Mgr_Dir_RVP_EMEA_1_2_1,True,497606.77,0.104721,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_3,Mgr_Dir_RVP_EMEA_1_2_1,True,729852.93,0.153597,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_4,Mgr_Dir_RVP_EMEA_1_2_1,True,712761.42,0.15,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_5,Mgr_Dir_RVP_EMEA_1_2_1,True,872903.12,0.183702,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_6,Mgr_Dir_RVP_EMEA_1_2_1,True,855975.01,0.180139,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_7,Mgr_Dir_RVP_EMEA_1_2_1,True,569669.69,0.119886,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_1,Mgr_Dir_RVP_EMEA_1_2_2,True,942135.43,0.282678,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_2,Mgr_Dir_RVP_EMEA_1_2_2,True,338570.78,0.101585,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_3,Mgr_Dir_RVP_EMEA_1_2_2,True,446171.59,0.133869,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_4,Mgr_Dir_RVP_EMEA_1_2_2,True,604066.11,0.181244,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_5,Mgr_Dir_RVP_EMEA_1_2_2,True,583256.45,0.175,False
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_6,Mgr_Dir_RVP_EMEA_1_2_2,True,585338.34,0.175625,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_1,Mgr_Dir_RVP_NA_1_1_1,True,174048.6,0.122808,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_2,Mgr_Dir_RVP_NA_1_1_1,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_3,Mgr_Dir_RVP_NA_1_1_1,True,404808.35,0.285632,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_4,Mgr_Dir_RVP_NA_1_1_1,True,385703.92,0.272152,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_5,Mgr_Dir_RVP_NA_1_1_1,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_6,Mgr_Dir_RVP_NA_1_1_1,True,280882.03,0.19819,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_7,Mgr_Dir_RVP_NA_1_1_1,True,242656.79,0.171218,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_1,Mgr_Dir_RVP_NA_1_1_2,True,463695.66,0.44334,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_2,Mgr_Dir_RVP_NA_1_1_2,True,170048.2,0.162583,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_3,Mgr_Dir_RVP_NA_1_1_2,True,274552.72,0.2625,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_4,Mgr_Dir_RVP_NA_1_1_2,True,189914.31,0.181577,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_1,Mgr_Dir_RVP_NA_1_1_3,True,247163.14,0.163455,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_2,Mgr_Dir_RVP_NA_1_1_3,True,255703.35,0.169103,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_3,Mgr_Dir_RVP_NA_1_1_3,True,303114.52,0.200457,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_4,Mgr_Dir_RVP_NA_1_1_3,True,142686.96,0.094362,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_5,Mgr_Dir_RVP_NA_1_1_3,True,264621.05,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_6,Mgr_Dir_RVP_NA_1_1_3,True,374437.27,0.247624,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_1,Mgr_Dir_RVP_NA_1_1_4,True,252660.37,0.329523,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_2,Mgr_Dir_RVP_NA_1_1_4,True,142010.53,0.185212,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_3,Mgr_Dir_RVP_NA_1_1_4,True,185144.61,0.241468,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_4,Mgr_Dir_RVP_NA_1_1_4,True,161016.64,0.21,False
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_5,Mgr_Dir_RVP_NA_1_1_4,True,64251.03,0.083797,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_1,Mgr_Dir_RVP_NA_1_2_1,True,307040.01,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_2,Mgr_Dir_RVP_NA_1_2_1,True,307040.01,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_3,Mgr_Dir_RVP_NA_1_2_1,True,304947.35,0.173807,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_4,Mgr_Dir_RVP_NA_1_2_1,True,347238.41,0.197911,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_5,Mgr_Dir_RVP_NA_1_2_1,True,231509.99,0.131951,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_6,Mgr_Dir_RVP_NA_1_2_1,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_7,Mgr_Dir_RVP_NA_1_2_1,True,344464.28,0.19633,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_1,Mgr_Dir_RVP_NA_1_2_2,True,234001.16,0.15,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_2,Mgr_Dir_RVP_NA_1_2_2,True,263938.76,0.169191,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_3,Mgr_Dir_RVP_NA_1_2_2,True,148411.86,0.095135,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_4,Mgr_Dir_RVP_NA_1_2_2,True,207399.52,0.132948,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_5,Mgr_Dir_RVP_NA_1_2_2,True,199637.3,0.127972,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_6,Mgr_Dir_RVP_NA_1_2_2,True,350618.36,0.224754,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_7,Mgr_Dir_RVP_NA_1_2_2,True,234001.16,0.15,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_1,Mgr_Dir_RVP_NA_1_2_3,True,237862.37,0.15,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_2,Mgr_Dir_RVP_NA_1_2_3,True,357552.81,0.225479,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_3,Mgr_Dir_RVP_NA_1_2_3,True,201051.86,0.126787,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_4,Mgr_Dir_RVP_NA_1_2_3,True,231030.25,0.145692,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_5,Mgr_Dir_RVP_NA_1_2_3,True,179783.26,0.113374,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_6,Mgr_Dir_RVP_NA_1_2_3,True,271698.47,0.171338,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_7,Mgr_Dir_RVP_NA_1_2_3,True,186057.59,0.117331,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_1,Mgr_Dir_RVP_NA_1_2_4,True,309394.97,0.218825,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_2,Mgr_Dir_RVP_NA_1_2_4,True,438239.22,0.309952,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_3,Mgr_Dir_RVP_NA_1_2_4,True,335624.73,0.237376,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_4,Mgr_Dir_RVP_NA_1_2_4,True,401328.15,0.283846,False
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_5,Mgr_Dir_RVP_NA_1_2_4,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_1,Mgr_Dir_RVP_NA_1_3_1,True,341130.7,0.179592,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_2,Mgr_Dir_RVP_NA_1_3_1,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_3,Mgr_Dir_RVP_NA_1_3_1,True,286625.08,0.150897,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_4,Mgr_Dir_RVP_NA_1_3_1,True,435943.39,0.229507,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_5,Mgr_Dir_RVP_NA_1_3_1,True,353299.69,0.185998,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_6,Mgr_Dir_RVP_NA_1_3_1,True,245044.03,0.129006,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_7,Mgr_Dir_RVP_NA_1_3_1,True,332408.58,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_1,Mgr_Dir_RVP_NA_1_3_2,True,722942.4,0.275868,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_2,Mgr_Dir_RVP_NA_1_3_2,True,393091.8,0.15,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_3,Mgr_Dir_RVP_NA_1_3_2,True,345787.74,0.131949,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_4,Mgr_Dir_RVP_NA_1_3_2,True,334737.91,0.127733,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_5,Mgr_Dir_RVP_NA_1_3_2,True,416088.15,0.158775,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_6,Mgr_Dir_RVP_NA_1_3_2,True,314286.03,0.119928,False
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_7,Mgr_Dir_RVP_NA_1_3_2,True,224708.55,0.085747,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_1,Mgr_Dir_RVP_NA_2_1_1,True,501579.28,0.2625,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_2,Mgr_Dir_RVP_NA_2_1_1,True,402004.3,0.210388,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_3,Mgr_Dir_RVP_NA_2_1_1,True,452309.87,0.236715,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_4,Mgr_Dir_RVP_NA_2_1_1,True,650423.68,0.340397,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_1,Mgr_Dir_RVP_NA_2_1_2,True,457396.02,0.272227,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_2,Mgr_Dir_RVP_NA_2_1_2,True,352842.63,0.21,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_3,Mgr_Dir_RVP_NA_2_1_2,True,372520.07,0.221711,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_4,Mgr_Dir_RVP_NA_2_1_2,True,180742.76,0.107572,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_5,Mgr_Dir_RVP_NA_2_1_2,True,400711.66,0.23849,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_1,Mgr_Dir_RVP_NA_2_1_3,True,425216.22,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_2,Mgr_Dir_RVP_NA_2_1_3,True,569533.54,0.234395,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_3,Mgr_Dir_RVP_NA_2_1_3,True,332971.41,0.137036,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_4,Mgr_Dir_RVP_NA_2_1_3,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_5,Mgr_Dir_RVP_NA_2_1_3,True,425216.22,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_6,Mgr_Dir_RVP_NA_2_1_3,True,373143.72,0.153569,False
5,IC,IC_Mgr_Dir_RVP_NA_2_1_3_7,Mgr_Dir_RVP_NA_2_1_3,True,425216.22,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_1,Mgr_Dir_RVP_NA_2_2_1,True,221755.16,0.104435,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_2,Mgr_Dir_RVP_NA_2_2_1,True,371589.78,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_3,Mgr_Dir_RVP_NA_2_2_1,True,251773.36,0.118573,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_4,Mgr_Dir_RVP_NA_2_2_1,True,524071.11,0.246811,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_5,Mgr_Dir_RVP_NA_2_2_1,True,548761.27,0.258439,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_1_6,Mgr_Dir_RVP_NA_2_2_1,True,311588.0,0.146742,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_1,Mgr_Dir_RVP_NA_2_2_2,True,569341.5,0.222274,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_2,Mgr_Dir_RVP_NA_2_2_2,True,449238.43,0.175385,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_3,Mgr_Dir_RVP_NA_2_2_2,True,506133.08,0.197597,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_4,Mgr_Dir_RVP_NA_2_2_2,True,429641.08,0.167734,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_5,Mgr_Dir_RVP_NA_2_2_2,True,283791.73,0.110794,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_6,Mgr_Dir_RVP_NA_2_2_2,True,0.0,0.0,True
5,IC,IC_Mgr_Dir_RVP_NA_2_2_2_7,Mgr_Dir_RVP_NA_2_2_2,True,451363.55,0.176215,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_1,Mgr_Dir_RVP_NA_2_2_3,True,386707.45,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_2,Mgr_Dir_RVP_NA_2_2_3,True,386707.45,0.175,False
5,IC,IC_Mgr_Dir_RVP_NA_2_2_3_3,Mgr_Dir_RVP_NA_2_2_3,True,319643.74,0.144651,False
