depth,level,node_id,parent,is_leaf,cascaded_quota,unhedged_quota,hedge_buffer,overassignment_pct
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_1_4,Mgr_Dir_RVP_APAC_1_1_1,True,576525.16,522925.31,53599.84,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_1,Mgr_Dir_RVP_APAC_1_1_2,True,357442.3,324210.71,33231.6,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_2,Mgr_Dir_RVP_APAC_1_1_2,True,455003.89,412701.94,42301.95,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_3,Mgr_Dir_RVP_APAC_1_1_2,True,317375.74,287869.15,29506.59,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_4,Mgr_Dir_RVP_APAC_1_1_2,True,279340.87,253370.41,25970.47,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_5,Mgr_Dir_RVP_APAC_1_1_2,True,351639.7,318947.58,32692.13,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_2_6,Mgr_Dir_RVP_APAC_1_1_2,True,349035.72,316585.69,32450.03,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_1,Mgr_Dir_RVP_APAC_1_1_3,True,313143.57,284030.45,29113.12,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_2,Mgr_Dir_RVP_APAC_1_1_3,True,445830.45,404381.36,41449.09,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_3,Mgr_Dir_RVP_APAC_1_1_3,True,272776.45,247416.28,25360.17,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_4,Mgr_Dir_RVP_APAC_1_1_3,True,462304.46,419323.77,42980.69,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_5,Mgr_Dir_RVP_APAC_1_1_3,True,409555.96,371479.33,38076.63,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_1_3_6,Mgr_Dir_RVP_APAC_1_1_3,True,222306.13,201638.21,20667.92,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_1,Mgr_Dir_RVP_APAC_1_2_1,True,441158.63,400143.88,41014.75,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_2,Mgr_Dir_RVP_APAC_1_2_1,True,271471.99,246233.1,25238.89,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_3,Mgr_Dir_RVP_APAC_1_2_1,True,501875.19,455215.59,46659.6,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_4,Mgr_Dir_RVP_APAC_1_2_1,True,385022.22,349226.5,35795.72,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_5,Mgr_Dir_RVP_APAC_1_2_1,True,385022.22,349226.5,35795.72,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_1_6,Mgr_Dir_RVP_APAC_1_2_1,True,325583.07,295313.45,30269.63,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_1,Mgr_Dir_RVP_APAC_1_2_2,True,444469.19,403146.66,41322.53,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_2,Mgr_Dir_RVP_APAC_1_2_2,True,235281.96,213407.67,21874.29,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_3,Mgr_Dir_RVP_APAC_1_2_2,True,433497.1,393194.64,40302.45,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_4,Mgr_Dir_RVP_APAC_1_2_2,True,320429.63,290639.12,29790.51,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_2_2_5,Mgr_Dir_RVP_APAC_1_2_2,True,358419.47,325097.02,33322.44,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_1,Mgr_Dir_RVP_APAC_1_3_1,True,161361.04,146359.22,15001.82,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_2,Mgr_Dir_RVP_APAC_1_3_1,True,233208.8,211527.26,21681.54,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_3,Mgr_Dir_RVP_APAC_1_3_1,True,239068.1,216841.82,22226.29,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_4,Mgr_Dir_RVP_APAC_1_3_1,True,173084.99,156993.19,16091.8,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_5,Mgr_Dir_RVP_APAC_1_3_1,True,244015.57,221329.32,22686.26,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_6,Mgr_Dir_RVP_APAC_1_3_1,True,222887.69,202165.7,20721.98,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_1_7,Mgr_Dir_RVP_APAC_1_3_1,True,286587.62,259943.42,26644.2,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_1,Mgr_Dir_RVP_APAC_1_3_2,True,187739.84,170285.57,17454.27,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_2,Mgr_Dir_RVP_APAC_1_3_2,True,191703.18,173880.44,17822.74,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_3,Mgr_Dir_RVP_APAC_1_3_2,True,180249.77,163491.86,16757.92,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_2_4,Mgr_Dir_RVP_APAC_1_3_2,True,186564.26,169219.29,17344.98,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_1,Mgr_Dir_RVP_APAC_1_3_3,True,385752.71,349889.08,35863.63,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_2,Mgr_Dir_RVP_APAC_1_3_3,True,288803.91,261953.66,26850.25,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_3,Mgr_Dir_RVP_APAC_1_3_3,True,311617.52,282646.28,28971.24,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_3_4,Mgr_Dir_RVP_APAC_1_3_3,True,169041.5,153325.62,15715.88,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_1,Mgr_Dir_RVP_APAC_1_3_4,True,296943.19,269336.22,27606.96,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_2,Mgr_Dir_RVP_APAC_1_3_4,True,199572.48,181018.12,18554.36,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_3,Mgr_Dir_RVP_APAC_1_3_4,True,372942.0,338269.39,34672.61,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_4,Mgr_Dir_RVP_APAC_1_3_4,True,522858.72,474248.27,48610.45,0.1025
5,IC,IC_Mgr_Dir_RVP_APAC_1_3_4_5,Mgr_Dir_RVP_APAC_1_3_4,True,135010.47,122458.47,12551.99,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_1,Mgr_Dir_RVP_EMEA_1_1_1,True,393410.8,356835.2,36575.61,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_2,Mgr_Dir_RVP_EMEA_1_1_1,True,250881.57,227556.98,23324.59,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_3,Mgr_Dir_RVP_EMEA_1_1_1,True,313601.1,284445.44,29155.66,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_4,Mgr_Dir_RVP_EMEA_1_1_1,True,538917.43,488814.0,50103.43,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_5,Mgr_Dir_RVP_EMEA_1_1_1,True,386515.9,350581.31,35934.58,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_6,Mgr_Dir_RVP_EMEA_1_1_1,True,546268.65,495481.77,50786.88,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_1_7,Mgr_Dir_RVP_EMEA_1_1_1,True,276015.83,250354.5,25661.34,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_1,Mgr_Dir_RVP_EMEA_1_1_2,True,377798.79,342674.64,35124.15,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_2,Mgr_Dir_RVP_EMEA_1_1_2,True,761881.91,691049.35,70832.56,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_3,Mgr_Dir_RVP_EMEA_1_1_2,True,538836.44,488740.54,50095.91,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_4,Mgr_Dir_RVP_EMEA_1_1_2,True,386669.99,350721.08,35948.91,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_5,Mgr_Dir_RVP_EMEA_1_1_2,True,357223.75,324012.47,33211.28,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_1_2_6,Mgr_Dir_RVP_EMEA_1_1_2,True,414630.77,376082.33,38548.44,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_1,Mgr_Dir_RVP_EMEA_1_2_1,True,629971.59,571402.8,58568.79,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_2,Mgr_Dir_RVP_EMEA_1_2_1,True,688954.65,624902.18,64052.47,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_3,Mgr_Dir_RVP_EMEA_1_2_1,True,659201.9,597915.56,61286.34,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_4,Mgr_Dir_RVP_EMEA_1_2_1,True,561439.96,509242.59,52197.37,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_5,Mgr_Dir_RVP_EMEA_1_2_1,True,512351.81,464718.19,47633.61,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_6,Mgr_Dir_RVP_EMEA_1_2_1,True,455160.71,412844.18,42316.53,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_1_7,Mgr_Dir_RVP_EMEA_1_2_1,True,422999.09,383672.64,39326.45,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_1,Mgr_Dir_RVP_EMEA_1_2_2,True,603241.65,547157.96,56083.69,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_2,Mgr_Dir_RVP_EMEA_1_2_2,True,578525.5,524739.68,53785.82,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_3,Mgr_Dir_RVP_EMEA_1_2_2,True,372820.38,338159.08,34661.31,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_4,Mgr_Dir_RVP_EMEA_1_2_2,True,474135.29,430054.69,44080.61,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_5,Mgr_Dir_RVP_EMEA_1_2_2,True,542494.98,492058.94,50436.04,0.1025
5,IC,IC_Mgr_Dir_RVP_EMEA_1_2_2_6,Mgr_Dir_RVP_EMEA_1_2_2,True,683752.07,620183.28,63568.79,0.1025
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_1,Mgr_Dir_RVP_NA_1_1_1,True,172286.89,149166.14,23120.75,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_2,Mgr_Dir_RVP_NA_1_1_1,True,212226.44,183745.84,28480.6,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_3,Mgr_Dir_RVP_NA_1_1_1,True,230260.35,199359.61,30900.74,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_4,Mgr_Dir_RVP_NA_1_1_1,True,287424.41,248852.3,38572.11,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_5,Mgr_Dir_RVP_NA_1_1_1,True,189606.28,164161.29,25445.0,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_6,Mgr_Dir_RVP_NA_1_1_1,True,233666.91,202309.01,31357.9,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_1_7,Mgr_Dir_RVP_NA_1_1_1,True,446995.45,387009.05,59986.4,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_1,Mgr_Dir_RVP_NA_1_1_2,True,489230.92,423576.56,65654.37,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_2,Mgr_Dir_RVP_NA_1_1_2,True,320118.7,277159.05,42959.65,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_3,Mgr_Dir_RVP_NA_1_1_2,True,396863.63,343604.87,53258.75,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_2_4,Mgr_Dir_RVP_NA_1_1_2,True,381241.25,330079.0,51162.25,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_1,Mgr_Dir_RVP_NA_1_1_3,True,434070.18,375818.33,58251.84,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_2,Mgr_Dir_RVP_NA_1_1_3,True,239393.88,207267.43,32126.45,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_3,Mgr_Dir_RVP_NA_1_1_3,True,295555.65,255892.34,39663.31,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_4,Mgr_Dir_RVP_NA_1_1_3,True,158838.83,137522.8,21316.03,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_5,Mgr_Dir_RVP_NA_1_1_3,True,310372.94,268721.16,41651.78,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_3_6,Mgr_Dir_RVP_NA_1_1_3,True,424006.16,367104.9,56901.26,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_1,Mgr_Dir_RVP_NA_1_1_4,True,397702.39,344331.07,53371.32,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_2,Mgr_Dir_RVP_NA_1_1_4,True,358121.35,310061.77,48059.58,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_3,Mgr_Dir_RVP_NA_1_1_4,True,153813.07,133171.49,20641.58,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_4,Mgr_Dir_RVP_NA_1_1_4,True,268903.83,232817.17,36086.66,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_1_4_5,Mgr_Dir_RVP_NA_1_1_4,True,165978.52,143704.34,22274.17,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_1,Mgr_Dir_RVP_NA_1_2_1,True,226984.34,196523.24,30461.1,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_2,Mgr_Dir_RVP_NA_1_2_1,True,226984.34,196523.24,30461.1,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_3,Mgr_Dir_RVP_NA_1_2_1,True,107941.92,93456.21,14485.71,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_4,Mgr_Dir_RVP_NA_1_2_1,True,333200.88,288485.61,44715.27,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_5,Mgr_Dir_RVP_NA_1_2_1,True,216463.26,187414.08,29049.18,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_6,Mgr_Dir_RVP_NA_1_2_1,True,201587.64,174534.75,27052.89,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_1_7,Mgr_Dir_RVP_NA_1_2_1,True,275728.0,238725.54,37002.46,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_1,Mgr_Dir_RVP_NA_1_2_2,True,173630.62,150329.54,23301.08,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_2,Mgr_Dir_RVP_NA_1_2_2,True,120036.47,103927.68,16108.79,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_3,Mgr_Dir_RVP_NA_1_2_2,True,115335.44,99857.52,15477.92,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_4,Mgr_Dir_RVP_NA_1_2_2,True,130917.72,113348.67,17569.04,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_5,Mgr_Dir_RVP_NA_1_2_2,True,222810.05,192909.14,29900.92,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_6,Mgr_Dir_RVP_NA_1_2_2,True,279053.39,241604.67,37448.72,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_2_7,Mgr_Dir_RVP_NA_1_2_2,True,173630.62,150329.54,23301.08,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_1,Mgr_Dir_RVP_NA_1_2_3,True,228679.03,197990.5,30688.53,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_2,Mgr_Dir_RVP_NA_1_2_3,True,324989.87,281376.51,43613.36,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_3,Mgr_Dir_RVP_NA_1_2_3,True,317319.11,274735.16,42583.95,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_4,Mgr_Dir_RVP_NA_1_2_3,True,308937.6,267478.44,41459.16,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_5,Mgr_Dir_RVP_NA_1_2_3,True,154809.05,134033.81,20775.24,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_6,Mgr_Dir_RVP_NA_1_2_3,True,146779.66,127081.96,19697.7,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_3_7,Mgr_Dir_RVP_NA_1_2_3,True,119238.9,103237.15,16001.76,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_1,Mgr_Dir_RVP_NA_1_2_4,True,243037.2,210421.81,32615.38,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_2,Mgr_Dir_RVP_NA_1_2_4,True,304720.23,263827.04,40893.19,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_3,Mgr_Dir_RVP_NA_1_2_4,True,264519.48,229021.2,35498.29,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_4,Mgr_Dir_RVP_NA_1_2_4,True,201039.93,174060.54,26979.38,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_2_4_5,Mgr_Dir_RVP_NA_1_2_4,True,241226.3,208853.94,32372.36,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_1,Mgr_Dir_RVP_NA_1_3_1,True,601873.06,521102.22,80770.84,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_2,Mgr_Dir_RVP_NA_1_3_1,True,277484.15,240246.01,37238.13,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_3,Mgr_Dir_RVP_NA_1_3_1,True,515431.67,446261.18,69170.48,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_4,Mgr_Dir_RVP_NA_1_3_1,True,205670.7,178069.87,27600.83,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_5,Mgr_Dir_RVP_NA_1_3_1,True,408060.65,353299.27,54761.39,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_6,Mgr_Dir_RVP_NA_1_3_1,True,295720.28,256034.87,39685.4,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_1_7,Mgr_Dir_RVP_NA_1_3_1,True,384040.08,332502.24,51537.85,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_1,Mgr_Dir_RVP_NA_1_3_2,True,486831.58,421499.2,65332.38,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_2,Mgr_Dir_RVP_NA_1_3_2,True,389361.22,337109.28,52251.94,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_3,Mgr_Dir_RVP_NA_1_3_2,True,274784.91,237909.01,36875.9,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_4,Mgr_Dir_RVP_NA_1_3_2,True,525120.9,454650.13,70470.77,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_5,Mgr_Dir_RVP_NA_1_3_2,True,418700.77,362511.49,56189.28,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_6,Mgr_Dir_RVP_NA_1_3_2,True,209324.39,181233.24,28091.15,0.155
5,IC,IC_Mgr_Dir_RVP_NA_1_3_2_7,Mgr_Dir_RVP_NA_1_3_2,True,421404.78,364852.62,56552.16,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_1,Mgr_Dir_RVP_NA_2_1_1,True,376941.85,326356.58,50585.27,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_2,Mgr_Dir_RVP_NA_2_1_1,True,476213.62,412306.16,63907.46,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_3,Mgr_Dir_RVP_NA_2_1_1,True,456953.4,395630.65,61322.75,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_1_4,Mgr_Dir_RVP_NA_2_1_1,True,197658.53,171132.92,26525.6,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_1,Mgr_Dir_RVP_NA_2_1_2,True,420636.97,364187.85,56449.12,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_2,Mgr_Dir_RVP_NA_2_1_2,True,324280.87,280762.66,43518.21,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_3,Mgr_Dir_RVP_NA_2_1_2,True,463875.94,401624.19,62251.75,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_4,Mgr_Dir_RVP_NA_2_1_2,True,152993.39,132461.81,20531.58,0.155
5,IC,IC_Mgr_Dir_RVP_NA_2_1_2_5,Mgr_Dir_RVP_NA_2_1_2,True,259617.19,224776.79,34840.4,0.155
