Node,Level,Cascaded_Quota,Pipeline,Coverage_Ratio,Healthy_Threshold,At_Risk_Threshold,Risk_Status
Mgr_Dir_RVP_APAC_1_3_2,4,1519820.47,1554732.1,1.023,1.0,0.7,Healthy
Mgr_Dir_RVP_APAC_1_3_3,4,1256554.31,3211266.42,2.5556,1.0,0.7,Healthy
Mgr_Dir_RVP_APAC_1_3_4,4,1318223.57,3407040.7,2.5846,1.0,0.7,Healthy
Mgr_Dir_RVP_EMEA_1_1_1,4,2553069.52,5292374.11,2.0729,1.05,0.75,Healthy
Mgr_Dir_RVP_EMEA_1_1_2,4,3387321.21,6864490.13,2.0265,1.05,0.75,Healthy
Mgr_Dir_RVP_EMEA_1_2_1,4,4751742.77,9402605.46,1.9788,1.05,0.75,Healthy
Mgr_Dir_RVP_EMEA_1_2_2,4,3332894.01,7272080.33,2.1819,1.05,0.75,Healthy
Mgr_Dir_RVP_NA_1_1_1,4,1417237.81,6526945.77,4.6054,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_1_2,4,1045915.14,5200349.42,4.9721,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_1_3,4,1512120.28,7059662.52,4.6687,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_1_4,4,766745.89,4591129.11,5.9878,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_2_1,4,1754514.34,5695935.55,3.2464,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_2_2,4,1560007.74,4336875.29,2.78,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_2_3,4,1585749.15,5838972.53,3.6822,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_2_4,4,1413892.45,4162915.28,2.9443,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_3_1,4,1899477.58,8034725.41,4.23,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_1_3_2,4,2620611.99,8857813.51,3.3801,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_2_1_1,4,1910778.23,3679457.63,1.9256,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_2_1_2,4,1680202.99,4280059.95,2.5473,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_2_1_3,4,2429806.99,4988594.69,2.0531,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_2_2_1,4,2123370.17,6252070.19,2.9444,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_2_2_2,4,2561437.5,7499752.34,2.9279,1.1,0.8,Healthy
Mgr_Dir_RVP_NA_2_2_3,4,2209756.84,3556471.15,1.6094,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_APAC_1_1_1_1,5,0.0,828975.74,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_1_2,5,0.0,1038846.55,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_1_3,5,0.0,1073170.39,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_1_4,5,0.0,1785309.32,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_2_1,5,0.0,1497017.84,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_2_2,5,1058058.89,1664062.02,1.5727,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_1_2_3,5,0.0,1103436.36,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_2_4,5,764961.62,1050567.36,1.3734,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_1_2_5,5,876958.23,0.0,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_2_6,5,807854.2,1286997.0,1.5931,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_1_3_1,5,645964.93,1238026.17,1.9166,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_1_3_2,5,411256.95,1019185.83,2.4782,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_1_3_3,5,739073.74,690934.8,0.9349,1.0,0.7,Moderate
IC_Mgr_Dir_RVP_APAC_1_1_3_4,5,904939.34,1589538.2,1.7565,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_1_3_5,5,0.0,1488271.57,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_1_3_6,5,456152.12,203792.91,0.4468,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_2_1_1,5,705986.45,1575996.54,2.2323,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_2_1_2,5,506267.12,829130.06,1.6377,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_2_1_3,5,745614.87,1928194.98,2.586,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_2_1_4,5,524348.87,0.0,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_2_1_5,5,524348.87,0.0,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_2_1_6,5,139527.05,1269408.06,9.0979,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_2_2_1,5,1222226.19,1495772.07,1.2238,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_2_2_2,5,981785.61,588811.97,0.5997,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_2_2_3,5,1138023.53,1287369.93,1.1312,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_2_2_4,5,0.0,630537.65,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_2_2_5,5,0.0,0.0,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_3_1_1,5,231393.88,537846.78,2.3244,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_1_2,5,210854.69,1081864.37,5.1309,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_1_3,5,311499.86,840895.85,2.6995,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_1_4,5,241111.6,650407.92,2.6975,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_1_5,5,234811.91,944540.24,4.0225,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_1_6,5,245559.44,0.0,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_3_1_7,5,243684.7,1112828.43,4.5667,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_2_1,5,776795.8,420079.2,0.5408,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_3_2_2,5,0.0,620412.97,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_3_2_3,5,287078.53,514239.93,1.7913,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_2_4,5,531937.17,0.0,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_3_3_1,5,563044.9,1535031.49,2.7263,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_3_2,5,329845.51,0.0,0.0,1.0,0.7,Critical
IC_Mgr_Dir_RVP_APAC_1_3_3_3,5,193768.79,1239700.64,6.3978,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_3_4,5,232722.82,436534.29,1.8758,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_4_1,5,181970.88,946534.66,5.2016,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_4_2,5,303808.29,392198.48,1.2909,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_4_3,5,450229.63,1276031.79,2.8342,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_4_4,5,316843.29,610187.99,1.9258,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_APAC_1_3_4_5,5,131282.66,182087.78,1.387,1.0,0.7,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_1_1,5,443928.46,880123.4,1.9826,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_1_2,5,349671.88,424107.97,1.2129,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_1_3,5,530274.95,581314.25,1.0963,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_1_4,5,295301.93,1300147.88,4.4028,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_1_5,5,382960.43,374148.92,0.977,1.05,0.75,Moderate
IC_Mgr_Dir_RVP_EMEA_1_1_1_6,5,474816.47,1206812.14,2.5416,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_1_7,5,203768.88,525719.55,2.58,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_2_1,5,883985.34,900261.38,1.0184,1.05,0.75,Moderate
IC_Mgr_Dir_RVP_EMEA_1_1_2_2,5,618244.03,2003553.73,3.2407,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_2_3,5,428252.22,1137786.83,2.6568,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_2_4,5,324851.11,847033.0,2.6074,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_2_5,5,778358.55,1026835.14,1.3192,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_1_2_6,5,522996.02,949020.05,1.8146,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_1_1,5,750560.97,1780376.85,2.3721,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_1_2,5,497606.77,1839568.92,3.6968,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_1_3,5,729852.93,1821003.62,2.495,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_1_4,5,712761.42,0.0,0.0,1.05,0.75,Critical
IC_Mgr_Dir_RVP_EMEA_1_2_1_5,5,872903.12,1683717.17,1.9289,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_1_6,5,855975.01,1147453.73,1.3405,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_1_7,5,569669.69,1130485.17,1.9845,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_2_1,5,942135.43,1514953.19,1.608,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_2_2,5,338570.78,1661645.98,4.9078,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_2_3,5,446171.59,870587.08,1.9512,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_2_4,5,604066.11,1370104.01,2.2681,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_EMEA_1_2_2_5,5,583256.45,0.0,0.0,1.05,0.75,Critical
IC_Mgr_Dir_RVP_EMEA_1_2_2_6,5,585338.34,1854790.07,3.1687,1.05,0.75,Healthy
IC_Mgr_Dir_RVP_NA_1_1_1_1,5,174048.6,589323.25,3.386,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_1_2,5,0.0,787432.56,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_1_1_3,5,404808.35,591927.49,1.4622,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_1_4,5,385703.92,1062688.04,2.7552,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_1_5,5,0.0,753865.24,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_1_1_6,5,280882.03,854945.62,3.0438,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_1_7,5,242656.79,1886763.57,7.7754,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_2_1,5,463695.66,1796813.47,3.875,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_2_2,5,170048.2,1278594.65,7.519,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_2_3,5,274552.72,593901.46,2.1632,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_2_4,5,189914.31,1531039.84,8.0617,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_3_1,5,247163.14,1917692.18,7.7588,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_3_2,5,255703.35,1007200.19,3.9389,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_3_3,5,303114.52,1299066.24,4.2857,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_3_4,5,142686.96,492037.72,3.4484,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_3_5,5,264621.05,386548.66,1.4608,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_3_6,5,374437.27,1957117.53,5.2268,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_4_1,5,252660.37,1529389.21,6.0531,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_4_2,5,142010.53,1421140.75,10.0073,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_4_3,5,185144.61,455365.39,2.4595,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_4_4,5,161016.64,616748.4,3.8303,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_1_4_5,5,64251.03,568485.36,8.8479,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_1_1,5,307040.01,557372.47,1.8153,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_1_2,5,307040.01,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_2_1_3,5,304947.35,352544.31,1.1561,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_1_4,5,347238.41,1582247.49,4.5567,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_1_5,5,231509.99,994784.33,4.2969,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_1_6,5,0.0,928596.83,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_2_1_7,5,344464.28,1280390.12,3.717,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_2_1,5,234001.16,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_2_2_2,5,263938.76,417561.3,1.582,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_2_3,5,148411.86,723372.17,4.8741,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_2_4,5,207399.52,571406.46,2.7551,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_2_5,5,199637.3,1114185.64,5.581,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_2_6,5,350618.36,1510349.72,4.3077,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_2_7,5,234001.16,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_2_3_1,5,237862.37,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_2_3_2,5,357552.81,1397531.51,3.9086,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_3_3,5,201051.86,1437164.65,7.1482,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_3_4,5,231030.25,1456617.54,6.3049,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_3_5,5,179783.26,607022.07,3.3764,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_3_6,5,271698.47,574006.25,2.1127,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_3_7,5,186057.59,366630.51,1.9705,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_4_1,5,309394.97,863919.62,2.7923,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_4_2,5,438239.22,1042883.87,2.3797,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_4_3,5,335624.73,868959.31,2.5891,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_4_4,5,401328.15,532668.56,1.3273,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_2_4_5,5,0.0,854483.92,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_3_1_1,5,341130.7,2048269.18,6.0044,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_1_2,5,0.0,959814.77,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_3_1_3,5,286625.08,1863090.36,6.5001,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_1_4,5,435943.39,499590.52,1.146,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_1_5,5,353299.69,1513981.34,4.2853,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_1_6,5,245044.03,883997.32,3.6075,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_1_7,5,332408.58,265981.92,0.8002,1.1,0.8,Moderate
IC_Mgr_Dir_RVP_NA_1_3_2_1,5,722942.4,1687123.76,2.3337,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_2_2,5,393091.8,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_1_3_2_3,5,345787.74,1109518.69,3.2087,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_2_4,5,334737.91,1943626.84,5.8064,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_2_5,5,416088.15,1570093.61,3.7735,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_2_6,5,314286.03,781453.92,2.4864,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_1_3_2_7,5,224708.55,1765996.69,7.8591,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_1_1,5,501579.28,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_1_1_2,5,402004.3,1695889.02,4.2186,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_1_3,5,452309.87,1511254.69,3.3412,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_1_4,5,650423.68,472313.92,0.7262,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_1_2_1,5,457396.02,1400551.02,3.062,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_2_2,5,352842.63,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_1_2_3,5,372520.07,1706060.12,4.5798,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_2_4,5,180742.76,400587.44,2.2163,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_2_5,5,400711.66,772861.37,1.9287,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_3_1,5,425216.22,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_1_3_2,5,569533.54,796714.55,1.3989,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_3_3,5,332971.41,1028558.69,3.089,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_3_4,5,0.0,2082960.86,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_1_3_5,5,425216.22,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_1_3_6,5,373143.72,1080360.59,2.8953,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_1_3_7,5,425216.22,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_2_1_1,5,221755.16,1129441.82,5.0932,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_1_2,5,371589.78,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_2_1_3,5,251773.36,1170590.85,4.6494,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_1_4,5,524071.11,561320.6,1.0711,1.1,0.8,Moderate
IC_Mgr_Dir_RVP_NA_2_2_1_5,5,548761.27,1388337.05,2.5299,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_1_6,5,311588.0,2002379.87,6.4264,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_2_1,5,569341.5,2011807.84,3.5336,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_2_2,5,449238.43,802372.29,1.7861,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_2_3,5,506133.08,262993.6,0.5196,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_2_2_4,5,429641.08,917295.16,2.135,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_2_5,5,283791.73,1389842.66,4.8974,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_2_6,5,0.0,1580724.02,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_2_2_7,5,451363.55,534716.77,1.1847,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_3_1,5,386707.45,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_2_3_2,5,386707.45,0.0,0.0,1.1,0.8,Critical
IC_Mgr_Dir_RVP_NA_2_2_3_3,5,319643.74,934314.33,2.923,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_3_4,5,453928.75,645272.05,1.4215,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_3_5,5,386549.85,1746486.17,4.5181,1.1,0.8,Healthy
IC_Mgr_Dir_RVP_NA_2_2_3_6,5,386707.45,230398.6,0.5958,1.1,0.8,Critical
